video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments
S1thpA5g7iI,"In next 15 min, Let's Develop your 'Sense Of Humour"" to the OG Mode!!🔥🔥","Welcome Rebels to one more masterpiece skill that will give you endless advantages!, enjoy and let me know how was it?❤️



Sit 1:1 with me 🤝🏻 - https://rebelsuniversity.online/11-with-the-grandmaster-himself/



for further help and queries🙋‍♂️🙋‍♂️ - rebelsuniversityak@gmail.com and Whats-app at  +91-9836869644





PICK ""Best Combos of Workshops"" that suits according to your Goals🎉🥳🎊🎁- https://rebelsuniversity.online/shop/




Rebels Closers (for consistent income game with AK's and team hand holding support) 💵💰💳 - bit.ly/41JIKVg




 
The True Sigma Man 🗿💀⃤ -  https://rebrand.ly/truesigmaman





Ak's most demanded How To Earn Your 1st Lakh Powerful workshop🔥💪 - https://bit.ly/howtoearnyour1stlakh





Be the next Social Media Star!📷 - https://rebrand.ly/smsoptinform




How to find your purpose and goal🎯🎯👉 - https://rebrand.ly/htfpform





REBELS UNIVERSITY IS LIVE FOR YOU🎬 🎥 🔴 ▶ 👉 - https://rebelsuniversity.online/





The Dangerous You!!! 🔥🔥🔥 - https://bit.ly/thedangerousyou







Mastery in Dark Psychology🎭🎭- https://rebrand.ly/dpoptinform






Communication skills and Body language mastery 🗣️💬💬-  https://bit.ly/3JfIHdL





The Productive Buddha 👩🏻‍💻📓✍🏻💡- https://rebrand.ly/buddha01



For my daily life and upcoming things update - https://www.instagram.com/aditya_rajkashyap/

#senseofhumor #dating #humanpsychology #strategies #consciousness #humour #personalitydevelopment #powerofknowledge #style #comedy #humanbrain #reciprocation #personaldevelopment #aura #adityarajkashyap 

sense of humor how increase sense of humor how develop sense of humor how to build sense of humor how to have sense of humor how to learn sense of humor how to boost sense of humor how to become sense of humor how to practice sense of humor how to good sense of humor what does sense of humor mean what your sense of humor says about you what is good sense of humor what is my sense of humor type what is sense of humor in hindi why sense of humor important sense of humor and intelligence sense of humor attractive sense of humor kaise badhaye sense of humor comedy sense of humor examples sense of humor development sense of humor develop kaise kare how to enhance sense of humor sense of humor kya hota hai sense of humor hindi sense of humor how to improve sense of humor kya hai sense of humor tips in hindi sense of humor meaning in hindi high sense of humor sense of humor ka matlab sense of humor kya hota hai
sense of humor ko kaise badhaye sense of humor develop kaise kare sense of humor meaning
sense of humor meaning in hindi sense of humor psychology your sense of humor Human psychology explained Introduction to human psychology What is psychology? Psychology facts Psychology basics Human behavior psychology How the brain works psychology psychology of human behavior human psychology facts psychology facts about human behavior human psychology and manipulation power of human psychology human behavior psychology facts about human psychology human psychology behavior how to learn human psychology what is human psychology psychology psychology facts personality development how can personality development how personality development in hindi how personality development how improve personality development how make personality development how to personality development for girls how do personality development how to get personality development what personality development what is personality development in hindi what is personality development course what is personality development in communication skills what is personality development explain what is personality development and communication why personality development is important personality development for girls personality development for boys personality development for women personality development for men personality development to impress a girl personality development and communication personality development and character building personality development like thomas shelby personality development and leadership personality development dressing sense personality development hacks personality development hindi mein personality development how to talk personality development grooming personality development in psychology personality development hindi meaning personality development hota kya hai personality development kaise kare personality development kya hai personality development kya hota hai personality development kaise kare in hindi personality development kise kahate hain personality development meaning",UCkPnh62CvRAPE1sbtbJ0xhw,27,hi,Aditya Raj Kashyap,2025-10-21T12:30:06Z,PT17M46S,180887,8497,429
T5WfGioRoWw,Qui est d’accord avec moi… #fyp #humour #viral #shortvideo #shorts #subscribe #trending,,UC4MYQ39pYlDV1hPfN3K9sAw,22,fr,Alicia & Toi,2026-01-17T16:30:00Z,PT33S,342571,17389,234
pV1g5QY6MNc,Top 5 Laurent Baffie #top5 #drôle #laurentbaffie #humour,,UCwsOlEl28NVys2rj5QzzQiA,22,fr,Lamara 🦊,2026-01-02T15:05:03Z,PT1M2S,823380,6217,27
Ht78Q0gP6C4,#shorts #humour,,UChdMd1-GjKd5JZYlFiIWJCA,20,und,ZKL,2026-01-18T17:17:56Z,PT54S,1528,3,0
RaNSqJIBwSk,#shorts#vapko#vtipy#brainrot#herramientas#sketch#gracioso#actuación#historia,,UCOG_0Pthkcp2J1HCuFe0hjw,24,en-US,Taylor,2026-01-22T06:53:32Z,PT22S,24845,416,4
9DcpTcGGNBA,Ventre musical 🤣😅 #humour #drôle,Ventre musical 🤣😅 #humour #drole,UCti6yKqA64gBCyq_s0c9Wqg,23,fr,1gras1fille,2025-10-18T10:29:49Z,PT8S,36211977,114547,177
PP90vKjHDpw,🍑🔞 Voilà vous savez tout 😭😱 Aucun montage vidéo n’a été réalisé évidemment 😂,#reality #couple #comedyvideo #funny #humour #drôle,UCVHPBfEnYvkXRIhTTb84grA,22,fr,Mareva_Kelly,2026-01-04T16:17:18Z,PT1M2S,261133,5434,98
I7cLyx5swr8,Vous validez mon haul ou pas ? 👉🏼😔👈🏼 #humour #drole #haul #vetements #shopping,Vous validez mon haul ou pas ? 👉🏼😔👈🏼 #humour #drole #haul #vetements #shopping,UCin3NLb0CJF_uchXfduIn9w,22,en,Sania-Hasna,2026-01-07T18:10:36Z,PT1M50S,193040,12726,215
TKOaeg2MA3Q,Je tente le Diable souvent 😅😅❤️ #humour #drole #sketch #gag #rire,"Je tente souvent le Diable 🤣😅🙏❤️

J'ai envi de laisser tomber les nouveaux nés que je porte 

Abonne-toiiiiiiiiiiiiiiiii😅😅🙏",UCXD7O58YCL3sLpTD0HWNIJA,22,fr,TinyJokes,2026-01-19T22:25:35Z,PT45S,1355,20,1
CSh7b0SChTk,QUAND TU TOMBES DANS LE BUS🚌🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2026-01-06T17:00:21Z,PT18S,1052747,20287,388
f4Rb6fsaGgs,Une belle soirée (spectacle complet) - 2022,"Capté le 30 avril 2022 à la Salle André-Mathieu

C’est décidé. Simon Gouache veut dédier sa vie à la scène. Il l’avouera lui-même: le succès spontané de son premier spectacle l’a surpris. Simon fait face à de nouveaux défis, autant dans sa vie professionnelle que personnelle. Comme tout le monde. Dans ce deuxième spectacle, il explore les réactions, les questions et les réflexions que ces changements amènent. Toujours dans le but de faire passer une belle soirée à son public.

Actuellement en tournée : https://www.simongouache.com
Facebook : https://www.facebook.com/simongouachehumoriste/
Instagram : https://www.instagram.com/simon.gouache
Pour vous abonner à ma chaîne : https://www.youtube.com/@SimonGouache",UChMletf5GPJBE9M5TsQXRDw,23,fr-CA,Simon Gouache,2025-12-19T09:08:05Z,PT1H24M,123011,2487,111
celPL8n6ht0,L'Amour Ouf le 23 janvier sur Netflix  #humour #pourtoi #netflix #interview,,UCAPbIldEtsGPeZX4oOeyR9g,1,fr,Première magazine,2026-01-21T08:22:11Z,PT43S,2648,22,0
jxKLxUgHvqE,साली vs जीजा 😂 | ऑफर या लोफर? | Stand-up Comedy Short @shaluprank @PRA  #shotrs #viral #tranding,"साली और जीजा के बीच ये मज़ेदार स्टैंड-अप मोमेंट आपको हँसा-हँसा कर लोटपोट कर देगा! 😄
देखिए कि कैसे एक छोटी सी बात ऑफर बनती है और वही बात जीजा बोले तो… लोफर! 🤣

Keywords: Stand-up Comedy, Funny Short, Hindi Comedy, Viral Short, Jija Sali Comedy, Desi Comedy, Comedy Shorts, Funny Clip, LOL, Indian Comedy, Short Video, Trending Comedy, Hilarious, Comedy Scene, Short Funny Video

#shotrs 
#viral 
#tranding 
#funny 
#comedy 
#standupcomedy 
#comedyshorts 
#funnyvideo 
#hindicomedy 
#desicomedy 
#viralshorts 
#trandingshorts 
#lol 
#comedyscene 
#indiancomedy 
#shortindia 
#homor 
#2026 
#ytshorts 
#youtubeshorts",UCyyOlN56CkLATTfVjx1mnFw,23,N/A,Campus Prank,2026-01-22T15:01:21Z,PT21S,554,5,1
F-IvkPM-u7U,"Dans un couple, il y a celui qui ronfle et celui qui ne dort pas ! 😴😡 - Cécile Marx #Humour #Sketch","𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@MontreuxComedyEncore
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors de la Tournée Montreux Comedy 2025.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-12-27T09:00:23Z,PT53S,279599,3004,44
IU_EY0YXEzQ,QUAND TA MÈRE EST EN RETARD🏠🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-10-31T17:00:27Z,PT20S,2379918,44199,586
PjFZQoyzhRs,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCyLviYulSLdBEVeXnVugnFg,22,pt-PT,mxlyaobao,2026-01-19T08:58:35Z,PT58S,103531,2446,4
a1ctcWDwuYA,Rosii Cooked Sketch In Front Of Cinna And Lacy,"find me over here:
🔵 https://x.com/rosiiwun 
🔴 https://www.twitch.tv/rosiiwun
📷 https://www.instagram.com/rosiilost
 https://www.tiktok.com/@rosiiwun

Edited by Amemerican ▼
https://twitter.com/amemericanXD



#cinna #cinnabrit #rosii #jasontheween #yourrage #adapt #faze #fazeadapt #sketch #valkyrae #shorts #ytshorts #twitch #twitchclips",UC5iPOshk38Yo7yq7B5ifYEg,22,en,Rosii,2025-12-02T02:27:46Z,PT16S,485344,12612,128
6M_JYrIAky4,SERGE EST DANS LE COMA🚑🥲#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-02-15T17:00:05Z,PT14S,2120883,94290,612
GVCuH1wFUz4,I never in my life seen stand up on a bike like this,,UC_HnDSkl06B96B75JhEAaYQ,24,en,LilJanky WorldTV,2026-01-22T04:52:11Z,PT16S,4618,118,4
IVjSEFhz2dk,Sketch's Best Moments of 2025..,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2025-12-31T17:15:03Z,PT37M29S,40968,717,17
ILxaQBUvEws,UN JEUNE FAIT UNE MÉGA DINGUERIE🍌🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-07-16T16:00:28Z,PT17S,4114176,63476,919
mHdwXnLVZEQ,Alex panique 😂 #shorts #ungarsunefille #humour,"Pour ne pas rater les nouvelles vidéos ➡️ ABONNE-TOI : https://bit.ly/2VrQlY1

Le couple le plus culte… et le plus dingue ! 😂 

#shorts #ungarsunefille #humour #chouchouetloulou 

Tous Droits Réservés",UCYS9w8hrXKvq9iSeAhSjDDA,23,fr,Un gars une fille | Officiel,2026-01-04T06:00:43Z,PT57S,18208,667,13
4Cw9z-Gio24,L’interrogatoire de police  🤣 | Le pari #film #cinema #comedie #humour #fr #lesinconnus #r,,UC7SqPCTzZSo2CkCMgPmeyaA,1,fr,Top100comedy,2026-01-02T17:00:06Z,PT59S,949082,16795,246
Ry7C8_pO1ws,Les meilleurs sketchs de Jeff Panacloc - Compilation humour - KS,"Plonge dans l’univers totalement barré de Jeff Panacloc et de son inséparable Jean-Marc avec cette compilation des meilleurs sketchs ! 🤯
Entre vannes qui fusent, négociations absurdes avec les agents, galères d’aéroport, coups de gueule dans le cockpit et vacheries envoyées à tout le monde, tu retrouves ici les moments les plus cultes du duo.

Au programme :

Jeff, ventriloque survolté, qui rêve de jet privé ✈️

Jean-Marc qui dérape dès qu’il ouvre la bouche

Des histoires de festivals, de télé, de coulisses et d’ego XXL

Des punchlines qui claquent et des malaises qui font rire 😅

Si tu aimes l’humour piquant, le rythme rapide et les marionnettes qui n’ont aucun filtre, cette vidéo est faite pour toi.
Abonne-toi à BloopFun pour plus de best of humour, compilations cultes et moments légendaires sur scène ! 👉 https://bitly.cx/NKCC

#humour #humoristefrancais #funny",UCuvAdLm_gdMqI7Ey193JiFg,23,fr,Bloop fun ,2025-06-29T16:00:42Z,PT17M18S,396325,4836,54
Sk2i0Ee-XSU,Ilyes Djadel – Compliqué d'être en couple,"Envie d'assister à la prochaine édition du Lillarious Festival ?
📲 https://linktr.ee/LillariousFestival

⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
YouTube : https://www.youtube.com/channel/UCrb7PO956_ncNtFAARjNmOw
Facebook : https://www.facebook.com/LillariousFestival/
Twitter : https://twitter.com/lillarious
Instagram : https://www.instagram.com/lillariousfestival/
LinkedIn : https://www.linkedin.com/company/lillarious/

Le sketch a été capté lors du Lillarious Festival 2024.

#Lillarious #LillariousFestival #Humour #Sketch #Comedy #StandUp",UCrb7PO956_ncNtFAARjNmOw,23,fr,Lillarious,2025-03-11T17:00:29Z,PT8M40S,350473,6434,74
-t1RRTY5Tz0,Y'A QUE DES TURCS À BOURGES - Redouane Bougheraba #humour #standup #standupcomedy,"L'intégralité de la vidéo sur ma chaîne principale :
https://www.youtube.com/watch?v=XI3l6mI96z0

#Shorts",UC-4xdm_HWFZqaoZVbJ72o0w,23,fr-FR,Redouane Bougheraba TV,2025-11-04T09:00:03Z,PT1M30S,226019,2564,16
-5z4n5qnCfE,it just looked kinda goofy 🥲 #art #drawing #sketch #relatable #artist #illustration,,UC4FgeWFLPNN5qpBVePOmRhw,22,en,meela ,2026-01-11T22:10:58Z,PT9S,1834421,75131,585
37cg8os3Jv0,आपका एक 'Like' ही मेरी सफलता है! ❤️ | Desi Stand-up,"नमस्ते दोस्तों! 🙏 AI Hindi (@AlHindi-z6m) के मंच पर आपका स्वागत है।
कॉमेडी करना भी बड़ा जोखिम का काम है! सामने तो आप सब हंस देते हैं, पर घर जाकर जो 'Feedback' देते हैं न, वो बड़ा खतरनाक होता है। 😂 आजकल की बिजी लाइफ में अगर मैं आपको 15 सेकंड के लिए भी हंसा पाऊं, तो समझिये मेरी मेहनत सफल है। ❤️
हमारे चैनल की ताज़ा रिपोर्ट:
सब्सक्राइबर्स: 85 (सिर्फ 15 और चाहिए 100 के लिए!)
कुल व्यूज: 96.5K+ (आपका प्यार!)
अचीवमेंट: 10,000 व्यूज का मील का पत्थर पार! 🎉
✅ SUBSCRIBE करें और हमारे 100 सब्सक्राइबर्स का सपना पूरा करें! 🔥
✅ Like और Comment करके बताएं, रील कैसी लगी? 👍
#AIHindi #StandupComedy #Sora2 #ViralShorts #Trending #HindiJokes #MontoGuwalla #HindiMedium #SuccessStory #RoadTo100""
#AIHindi #RoadTo100 #SubscriberChallenge #Sora2 #ViralShorts #HindiComedy #StandardComedy #MontoGuwalla #Trending2026 #FunnyRelatable",UCqxU8ZbasBINyPx4a77lYgw,23,hi,AI Hindi,2026-01-22T12:16:55Z,PT33S,250,3,1
3ThI-MqRnUo,Guillermo Guiz - J'ai changé de vie,"𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2024.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-12-03T17:00:05Z,PT9M49S,178868,5999,128
xYhJ7-Zj17k,#humour #collage #bonnecuisine #hawabelle #couple #repasmaison #food #duo #duet,,UCIJ5hLSaSBi_jjul5VEgzmA,26,fr,Madame Sheffield,2026-01-16T09:08:12Z,PT28S,3440467,23188,1283
fToMva7_44Y,⬆️ Trump Génie ou fou ? | Naïm Humour,"Ta pause rire quotidienne avec la crème du stand-up francophone. Best-of, pépites et impros : on ne garde que le meilleur !

🎙️ L'artiste :  Naïm
🎫 Son spectacle / Site web : naim.art


⚠️ Droits d'auteur & Propriété Cette chaîne célèbre le talent des humoristes. Tous les droits appartiennent aux créateurs et producteurs originaux. Vous êtes l'ayant droit et souhaitez un retrait ou une modification ? Contactez-nous, nous respectons votre travail.",UCg2nwVNPr6mlXjgNx-9ttMg,23,fr,L'instant Vanne,2026-01-08T23:00:58Z,PT1M8S,53341,1629,16
ZeYQ40p8JuQ,LES JEUNES QUI FONT DU SKI⛷️😂#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2024-12-27T17:00:36Z,PT24S,3507120,117069,614
63nZ_BNpGMs,Les meilleurs sketchs de Booder - Compilation humour - KS,"Regardez une compilation des meilleurs sketchs de Booder !

Abonnez-vous à la chaîne 👉 https://bitly.cx/NKCC

#humour #humoristefrancais #funny",UCuvAdLm_gdMqI7Ey193JiFg,23,fr,Bloop fun ,2025-07-06T16:00:15Z,PT24M8S,252104,1884,34
yougkf_ditw,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC20CbdcAkz_plCPp2BLj_fA,22,es,jkdnc,2026-01-22T10:39:45Z,PT19S,1720,12,1
1mw79fGFZrA,😂 Jarry #Humour : le best-of qui va te plier de rire !,"Le best-of le plus drôle de Jarry 🤣 À regarder sans modération !
Un concentré d’humour avec Jarry 🤣  
Des punchlines , de l’impro et des fous rires garantis !  

👉 Abonne-toi pour ne rien manquer et partage si tu as rigolé !  

#Jarry #Humour #BestOf #Comédie #StandUp",UCavz1UZHqzGOH2t6wPL-6gw,23,fr,KEKEDOU59,2025-09-28T13:07:00Z,PT18M52S,352432,3045,176
hYvZt6khex8,#sketch #lesmanagersçadit #vieaubureau #bureau #humourcorporatif #humour #pourtoi #carrière #drole,,UCDEZ4pPeXBieLnaRAW1i12Q,22,fr,Sofia Hill,2025-10-19T11:46:28Z,PT18S,5866628,81559,144
AxdUvWQQgYM,Quand tu réalises ça 💀 #humour #shorts #pourtoi #france,,UCYY34f3yX1BcngoRJohYIpQ,23,fr,Ouz_the_best_fr,2026-01-21T08:54:04Z,PT13S,56071,2518,55
1Hq1W_Z2Sm8,#humour #snapdrole #nasdas #dance,,UC-2sU9mpGUd1t6O2OG2paVA,22,fr,Team NASDAS 🦅,2026-01-15T18:50:27Z,PT38S,23259,419,16
WS0iT4Z4jjw,Il pensait transporter des cigarettes | Rien à déclarer #film #cinema #comedie #humour #fr #belge,,UC7SqPCTzZSo2CkCMgPmeyaA,1,fr,Top100comedy,2025-11-17T17:00:57Z,PT55S,1317241,21664,72
US-03ZCJ8hA,Trouve un titre à la vidéo… #drole  #humour #sketch  #yasiru #funny,,UCkIwOhjgb21PCgOyBOg8hTg,22,fr,uytrewg,2025-10-19T13:00:58Z,PT37S,2780529,23900,59
qZhAK750NVs,Le pauvre prof …#pourtoi #sketch #humour,,UCv3j5o_s3pHJpLN4WQQve1A,22,fr,Halobo Tedo,2026-01-02T03:51:43Z,PT58S,349730,7914,7
X0hEMMRiUL4,The Power of Sketch💀Part 173 #trending  #sketch #usa #shorts,"“Art is not just creation, it’s the heartbeat of the artist.”
This single art wins the people heart ❤️ 
(Please subscribe to complete 100k subscribers)

#sketch #usa #shorts #spotthedifference #trending #art #drawing #colors #troll #power #artist #draw #pencil #respect 

Bye see you in next video 🥰",UCWZlk2wdSVltG2B8bb2sY_g,24,en-US,Art3d edits,2026-01-20T16:30:25Z,PT20S,4705,18,0
8HrsFWF-mbg,Quand LAFESSE demandes des choses ABSURDES à un chauffeur 😂🚌 #humour #drole #prank #pourtoi #fyp,"Dans cette deux caméra cachée amusante de l'humoriste français Jean-Yves Lafesse, un chauffeur de bus va être approché par Lafesse qui posera alors une question complètement absurde. Le chauffeur, d'abord en rire, va vite être confus mais restera professionnel malgré la ridiculité de la question.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-14T15:00:20Z,PT21S,266973,1752,26
hnro1AknVTE,"Drawing, But with 3D GLASSES!! 👀🎨 #artchallenge",,UCtRo8VSdoE4jl_we_Re3Btg,26,en-AU,Shrimpy,2025-12-20T10:18:11Z,PT37S,2760281,50394,688
UOoSDqhwT7c,Lilo en 6 ème #shortvideo #humour,,UCEaFyR0oZE1gkBWAiQFcibg,24,fr,La.sweety,2025-08-13T16:08:22Z,PT42S,4571794,87827,672
ogRQg5sOWPE,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCX_sEl2NxWrko4j2PIcfLZA,24,en-US,ubess,2026-01-22T09:45:17Z,PT41S,6956,73,0
01Kpjk3jbB8,#short #lol #humour #sketch,"Retrouvez toutes les vidéos de Parents mode d'emploi en vous abonnant à la chaîne ici : https://www.youtube.com/user/parentsmodedemploi/featured?sub_confirmation=1

Gaby et Isa, parents de trois enfants de 8, 12 et 16 ans, tentent de tenir bon la barre et de garder le cap dans les eaux tumultueuses du quotidien...

https://www.france.tv/france-3/parents-mode-d-emploi/
https://www.facebook.com/parentsmodedemploi",UColRm5yW96PSXZsLFiE-zsQ,24,fr,Parents mode d'emploi,2026-01-10T23:00:01Z,PT52S,81728,1767,1
ASrNFZgkhE0,Nino Arial: Les Meilleur Et Les Plus Drôle D Spectacles D'Humour Une Moment Inoubliable🤣 #ninoarial,"Nino Arial: Les Meilleur Et Les Plus Drôle D Spectacles D'Humour Une Moment Inoubliable🤣 #ninoarial #rire #jarry #blague #humour #humoristefrancais #sketch #spetacle #drole #standup #mdr 


Découvrez le prochain spectacle de Nino Arial et réservez vos billets dès maintenant en cliquant sur le lien ci dessous avant qu'il ne soit trop tard 👇

https://www.fnacspectacles.com/artist/ninoarial/?fbclid=PAVERFWAN5TbRleHRuA2FlbQIxMABzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae1HunniQhU5gHHr6-ggTFnB2_86iFY1KlPsd_X-yIB5c5Wf97XnktWFUtTFg_aem_HIDj1Yftgg7nZw1JX9QFow

Merci 🙏",UCrIDp-AnPRUGRZQ0lMvmqHw,23,fr,Sound Stars Nation ,2025-11-06T09:51:52Z,PT1H19M47S,62248,637,13
-vHPR44D-J8,Quand ta mère regrette ses paroles... 😂 #shorts #humour #viralshorts #karma,"Le karma est instantané ! Ma mère m'a toujours souhaité d'avoir des enfants ""2X plus chiants"" que moi... mais elle a oublié un petit détail technique : c'est elle qui doit faire le baby-sitting maintenant ! 😂

Est-ce que vos parents vous ont aussi lancé ce genre de sorts quand vous étiez petits ? Dites-le moi en commentaires ! 🏃‍♀️💨

#humour #viedemaman #parents #enfants #karma #storytime #shortsfrance #famille #viedefamille #baby-sitting",UCbwBD543sIN11dAVUgB68nA,22,fr,DivaEnCarton,2026-01-02T06:30:09Z,PT7S,247933,703,17
3WHJz5PDsAY,Les meilleurs sketchs de Nawell Madani - Compilation humour - KS,"Regardez une compilation des meilleurs sketchs de Nawell Madani !

Abonnez-vous à la chaîne 👉 https://bitly.cx/NKCC

#humour #humoristefrancais #funny",UCuvAdLm_gdMqI7Ey193JiFg,23,fr,Bloop fun ,2025-06-06T15:00:05Z,PT17M46S,243521,3099,146
OlN3E_tr97Y,"Drawing, But Upside Down… #strangerthings #shorts","Drawing but upside down! Stranger things art! Drawing but my sketchbook is upside down! Art challenge! Sketching art! 
#artshorts #drawing #strangerthings5 #art #sketching #artchallenge",UCX3irZyWOVkdi7d7uqp38kg,24,en,NashVibes Art,2026-01-09T00:29:03Z,PT40S,4297966,51856,6484
QLkdvVx_pY0,Vous avez déjà eu un supérieur toxique comme ça  💀 #humour #drole,,UCjI8tv0fWoarFZvw9w0NSXA,22,fr,sadlysssgg,2025-10-07T11:18:19Z,PT58S,3912147,55823,77
B2j2wbmCeb8,#pov #funny #fypシ #foryou #greenscreen #gaming #games #humour,,UCkCGxfZkCPqMedBnxEBH-LQ,22,fr,okjn,2026-01-21T06:54:05Z,PT43S,109819,713,2
5XkJaS5a-vA,Merci si tu t'abonne 😂 #memes #humour #funny #viralshorts #drole #snapdrole,,UCdevZf4Gzm57bUQonTKYNFA,22,fr,Gigaméme,2026-01-22T06:30:02Z,PT6S,8882,72,0
XEA6Crrt3v8,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UC4fMfgxGN2MRP4SK3QQiyzg,22,id,Mari Ludovico,2026-01-19T10:00:49Z,PT1M1S,56169,1039,2
